wikidata_id	count
new town in Japan	6
Olympic Village	6
academy school	6
shooting range	6
sports pavilion	6
room	6
civil cemetery	6
motu	6
Fluvial Reserve	6
ES46 Natura 2000	6
khanqah	6
Kokufu	6
mural	6
archive building	6
stage station	6
viaduct	6
column	6
Province (South Vietnam)	6
charitable organization in Canada	6
big city of South Korea	6
house of prayer	6
city of Ohio	6
comarca of Panama	6
administrative territorial entity of Mauritius	6
statistical region of Serbia	6
protestant cemetery	6
sanctuary city	6
SEPTA fare zone	6
province of the Order of Preachers	6
city of Illinois	6
gentlemen's club	6
vernal pool	6
metropolitan county council	6
cenotaph	6
sculptural group	6
music festival	6
sea area	6
joint-stock company	6
basketball team	6
thermal spring	6
meat market	6
Kagai of Kyoto	6
mainland	6
self-governing colony of the British Empire	6
cave tomb	6
coast guard academy	6
rock castle	6
industry museum	6
undersea ridge	6
cirque d'hiver	6
living museum	6
petting zoo	6
urban district of Thuringia	6
special municipality association of Germany	6
housepit	6
mahallah	6
region of Djibouti	6
government in exile	6
Royal city in Polish–Lithuanian Commonwealth	6
city of oblast significance	6
hostel	6
gay bar	6
doab	6
Neighborhoods in Miami	6
financial district	6
emigrant trail	6
chapel-shrine	6
manufacturer	6
attraction	6
harness storage building	6
sundial	6
Third order	6
shinshūkyō	6
Morze epikontynentalne	6
patriarchate	6
sheading	6
unincorporated area of Victoria, Australia	6
entreprise agricole	6
commemorative plaque	6
Half-timbered barn	6
ribbon lake	6
subsidiary	6
county of Northern Ireland	6
administrative territorial entity of Japan	6
architectural museum	6
state of Australia	6
chott	6
combined authority area	6
natural harbor	6
bábjáték	6
Vassal and tributary states of the Ottoman Empire	6
automobile museum	6
chamber tomb	6
professional wrestling school	6
hill group	6
okrug	6
administrative territorial entity of Kazakhstan	6
gallows field	6
medieval city	6
NUTS 2 statistical territorial entity	6
energy generating station	6
church building of the Church of Sweden	6
garden monument	6
treasure	6
crypt	6
outcrop	6
region of Turkey	6
province of Pakistan	6
rift valley	6
unitary authority of New Zealand	6
island arc	6
churchyard wall	6
sunken lane	6
oil mill	6
stone quarry	6
mill complex	6
bungalow court	6
university-preparatory school	6
industrial district	6
Category:Neighborhoods in the United States	6
water tank	6
Signoria	6
sameby	6
metropolitan city of South Korea	6
city of okrug significance	6
Municipal Corporation of West Bengal	6
administrative territorial entity of the Roman Empire	6
municipality of Libya	6
Grablege	6
physiographic section	6
Rundling	6
peat-fired power station	6
Conquest Group	6
organized incorporated territory	6
rape	6
mediterranean sea	6
continental fragment	6
Municipality of Greenland	6
canton of El Salvador	6
cultural history museum	6
government organization	6
military exclusion zone	6
Naturerlebnisraum in Schleswig-Holstein	6
canton of Venezuela	6
karst lake	6
township of Utah	6
forum venalium	6
public green area	6
transport hub	6
footpath	6
Zamenhof-Esperanto object	6
school playground	6
film studio	6
movie palace	6
rural district of Saarland	6
kongsgård	6
site of great biological interest in Wallonia	6
metropolitan county	6
conventus iuridicus	6
kerkdorp	6
province of the Maldives	6
parish of Saint Vincent and the Grenadines	6
commercial organization	6
religion	6
hyperboloid structure	6
Food theme park	6
hazardous waste site	6
NRHP contributing property	6
self-governing church	6
emirate of the United Arab Emirates	6
diocese of the Macedonian Orthodox Church	6
swimming place	6
subregion of Caldas	6
museum village	6
Kouvolan kaupunginosa	6
local government area	6
first order	6
statistical district of Malta	6
lake of Titan	6
umbrella organization	6
region of Belarus	6
administrative territorial entity of the Kingdom of Hanover	6
coal basin	6
libero consorzio comunale	6
mountain bike trail	6
social movement	6
official tourism region of Oklahoma	6
Kreishauptmannschaft of Saxony	6
province of Nepal	6
sea terminal	6
hanging garden	6
billabong	6
shield volcano	6
district of the Turks and Caicos Islands	6
Prefecture of Arrondissement	6
ice tongue	6
part of the world	6
parish of Andorra	6
deep	6
theatre museum	6
music hall	6
recurring event	6
sub-province of the Philippines	6
beach ridge	6
Bavarian Landtag electoral region	6
national Church	6
Yaylak	6
Hochstift	6
burial aisle	6
natural area	6
protected sea territory	6
constituency of the canton of Lucerne	6
district of Kosovo	6
temperate rainforest	6
villa area	6
cueillette	6
state of the Federal Republic of Central America	6
smelter	6
district of the canton of Schwyz	6
district of the canton of Neuchâtel	6
electoral district of Lower Canada	6
French departments of Spain	6
Maya site in Mexico	6
farming business	6
flumen	6
Terçon	6
state suburb	6
regional unit of Egypt	6
protected area of the United States	6
mobile app	6
planning region of Bulgaria	6
Sestiere di Milano	6
piarist school	6
Syndicat intercommunal	6
christianized dolmen	6
quarter of Messina	6
suppressed Contrada of Siena	6
region of Norway	6
district of the Northwest Territories	6
region of Republika Srpska	6
potter's field	6
right of responsible access	6
hemisphere of the Earth	6
art film	6
Mercedes-Benz factory	6
railway association	6
intertidal zone	6
anticyclone	6
Verwaltungsbezirk	6
community-supported agriculture	6
convento de frailes dominicos	6
Parish of Kythrea Municipality	6
integral natural reserve	6
nunatak	6
Constituency of the Regional Council of Apulia	6
branch mint	6
Constituency of Regional Councilors of Hsinchu	6
Constituency of Regional Councilors of Penghu County	6
Cyrenaica	6
United States census region	6
district of Mandatory Palestine	6
parish of Grenada	6
Orang Asli post	6
electoral region of Western Australia	6
Reichskommissariat	6
Quarter of Kato Polemidia Municipality	6
constituency of the Regional Council of the Biobio	6
Local Electoral Area for Dún Laoghaire-Rathdown County Council	6
Local Electoral Area for South Dublin County Council	6
Local Electoral Area for Meath County Council	6
Local Electoral Area for Cork City Council	6
civil guard house	6
constituency of the Legislative Assembly of Costa Rica	6
quarter of a city in Italy	6
electoral ward of Burnside City Council	6
electoral ward of Unley City Council	6
electoral ward of Marion City Council	6
electoral ward of Norwood Payneham & St Peters City Council	6
electoral ward of Playford City Council	6
electoral ward of Banyule City Council	6
electoral ward of Melville City Council	6
electoral ward of Joondalup City Council	6
electoral ward of Fremantle City Council	6
print workshop	6
Viking ring fortress	6
picture stone	6
Victorian Legislative Council electoral district	6
ore dock	6
political division of Karafuto Prefecture	6
processing plant	6
district of Belize	6
ecological reserve of Manitoba	6
local school district	6
stoa	6
governorate of Kuwait	6
province of Vanuatu	6
List of neighborhoods of Budapest	6
rural district of Mecklenburg-Vorpommern	6
province of Madagascar	6
region of Eritrea	6
city district of Langenhagen	6
cattle mound	6
region of the Faroe Islands	5
dormitory	5
lonja	5
skittle alley	5
tetrapylon	5
small monument	5
spur	5
Bien de Interés Cultural	5
municipal administration	5
urban area	5
Sub-bairro	5
woolen mill	5
County corporate	5
Scottish county of city	5
public body of the Netherlands	5
insular council	5
regional corporation or municipality of Trinidad and Tobago	5
national stadium	5
demilitarized zone	5
禁区	5
cultural reserve	5
köping	5
empoldered inlet	5
prisoner-of-war camp	5
university sports venue	5
coterminous town-village of New York	5
art exhibition	5
trades hall	5
dissected plateau	5
administrative territorial entity of Pakistan	5
desert in Afghanistan	5
gay bathhouse	5
urban district of Hesse	5
entreprise familiale	5
transitional metropolitan substructure	5
planing mill	5
Pictish stone	5
sand area	5
National Register of Historic Places listed place	5
boathouse	5
rowing club	5
bike park	5
Foreign cemeteries in Japan	5
musical instrument manufacturing company	5
Protected Wetland	5
Natural Area (singular)	5
estuarine lagoon	5
capitol building	5
türbe	5
historical society	5
stone	5
kiln	5
oratory	5
biographical museum	5
private college in Alberta	5
country in Czechoslovakia	5
federal district	5
hydraulic power station	5
municipality of Bari	5
buddhist cemetery	5
borough of New York City	5
city of California	5
salesian province	5
Pforreingmoaschoft	5
Discalced Carmelite Fathers Convent	5
automobile engine plant	5
village of Illinois	5
public utility	5
women's club	5
locality of Leipzig, Germany	5
avenue	5
wine cellar	5
bell tower	5
exhibit	5
opera festival	5
archipelagic state	5
country of the Kingdom of the Netherlands	5
associated state	5
democratic republic	5
xenodocheion	5
secularized convent	5
factory outlet center	5
building of public administration	5
residential tower	5
ice field	5
handbollslag	5
county palatine	5
rockery	5
youseishisetsu	5
bouleuterion	5
A-bombed building	5
roof garden	5
морской вокзал	5
aviation museum	5
a parcel of property land	5
aisleless church	5
crater	5
artificial entity	5
National Nature Reserve (England)	5
region of Turkmenistan	5
urban village	5
dead end street	5
time by area	5
integrated municipality	5
trekvaart	5
ditch	5
reach	5
former body of water	5
irrigation system	5
cultural heritage site in Russia	5
social state	5
hermit kingdom	5
Greektown	5
neighbourhood in Rio de Janeiro	5
low-income housing	5
international airport	5
parroquia of Galicia	5
aerodrome	5
province of India	5
Hydrological natural heritage site	5
food manufacturer	5
pit cave	5
Workers' District	5
saddle	5
type of farm house	5
manse	5
round barn	5
Einhof	5
hypereutrophic lake	5
gatehouse	5
industry	5
butcher shop	5
underground railway station	5
district of the French Southern and Antarctic Lands	5
district of Abkhazia	5
administrative territorial entity of Ukraine	5
Scène nationale	5
motive power depot	5
music school	5
media library	5
science center	5
oversea province of Spain	5
calvary	5
community school	5
ancient trackway	5
hedge maze	5
county of Hawaii	5
county of Rhode Island	5
Rijksmonument complex	5
administrative territorial entity of Tonga	5
cogeneration	5
geomorphological region	5
Naturbad	5
protected area of Norway	5
visitor centre	5
regional municipality in Canada	5
district of the canton of Schaffhausen	5
menagerie	5
working-class house	5
fault	5
coastal plain	5
stilt house	5
peaking power plant	5
paper factory	5
Cemetery for the nameless	5
reconstruction	5
Nagpur Municipal Corporation heritage	5
temple tank	5
Erromatar arkitektura	5
Gallo-Roman amphitheatre	5
transit district	5
List of regions of old Armenia	5
theming	5
section	5
statistical region of Latvia	5
terrace house	5
former warehouse	5
public research university	5
commuter town	5
copper mine	5
medical organization	5
religious art	5
bathing establishment	5
glassworks	5
Ornitoloogiajaam	5
Pogost	5
rakkakuoppa	5
administrative territorial entity of El Salvador	5
tide pool	5
Improvement district	5
lime kiln	5
autonomous region of the People's Republic of China	5
park system	5
Veterans Administration hospital	5
Japantown	5
tar pit	5
salient	5
name	5
musical group	5
affiliated school	5
indoor water park	5
zhitongzi city	5
rural district of Kazakhstan	5
Jain temple	5
division of British India	5
National Character Area	5
simultaneum	5
French overseas collectivity	5
term	5
higher municipal association of Germany	5
seasonal river	5
parish of Antigua and Barbuda	5
region of China	5
artesian aquifer	5
herpetarium	5
municipal board	5
folkpark	5
manor environment	5
autonomous region with special statute	5
water management district in Florida	5
administrative region of the canton of Berne	5
Amtei of the canton of Solothurn	5
district of Bremen	5
college sports team	5
college of music	5
land lot	5
nuclear test site	5
occurrence	5
state of the German Democratic Republic	5
Jewish settlement in the land of Israel	5
American football field	5
terminal moraine	5
riverfront	5
constituency of Grenada	5
borough of Dresden	5
café-chantant	5
caldera	5
monarchy	5
polymictic lake	5
district of Northern Cyprus	5
tundra	5
district of Israel	5
ring cairn	5
Wikimedia regional meeting place	5
skyscraper complex	5
justiciarate	5
development region of Nepal	5
group of interconnected lakes	5
district of Transnistria	5
amt of the Principality of Brunswick-Wolfenbüttel	5
old catholic diocese	5
Volost of Ukrainian People's Republic	5
rural community of Kyrgyzstan	5
administrative territorial entity of Poland	5
gildhouse	5
ecclesiastical municipality	5
Region di Singapura	5
Landdrostei	5
flume	5
administrative quarter	5
wildlife garden	5
state beach	5
amenity	5
river station	5
folk museum	5
Eastern Orthodox cathedral	5
sand beach	5
sports location	5
13 Kohanic cities	5
Japanese rock garden	5
burgh	5
floating dry dock	5
crocodile farm	5
Azuay Province	5
city in Ecuador	5
proposed tunnel	5
Harde	5
cordillera	5
administrative territorial entity of Colombia	5
geographical constituency	5
district of Joensuu	5
periodization	5
district of the canton of Basel-Land	5
district of Canton Thurgau	5
sector of Chișinău	5
merindad of Navarra	5
planning region of Latvia	5
district of Kenya	5
dot-com company	5
biodiversity reserve	5
Roman tunnel	5
language island	5
section of a natural watercourse	5
yose	5
Anglican religious order	5
film archive	5
Asura site	5
residency of the German Empire	5
agricultural comarca of Madrid Community	5
canton of the Soviet Union	5
corrective labor colony	5
government region of a Reichsgau	5
administrative city of Indonesia	5
urban-type settlement in Uzbekistan	5
comarca of Salamanca Province	5
Community Development Council	5
Electoral region of the Senedd	5
educational district of the Russian Empire	5
electoral district of the Parliament of Catalonia	5
hunting reserve	5
Συνοικία του Δήμου Στροβόλου	5
Parish of Paphos Municipality	5
alpine lake	5
Site of national interest	5
Constituency of the Regional Council of Lazio	5
Constituency of the Regional Council of Calabria	5
Constituency of the Regional Council of Sardinia	5
Constituency of the Regional Council of Marche	5
Constituency of the Regional Council of Campania	5
Constituency of Regional Councilors of Yunlin County	5
subcontinent	5
source river	5
Uranbergwerk	5
State Command	5
Duhu	5
plurinominal electoral region for federal elections	5
electorate of the Australian Capital Territory	5
uranium enrichment plant	5
Local Electoral Area for Fingal County Council	5
Local Electoral Area for Kildare County Council	5
Local Electoral Area for Wicklow County Council	5
Local Electoral Area for Limerick City and County Council	5
Local Electoral Area for Waterford City and County Council	5
city council of the Republic of Ireland	5
undersea valley	5
intermittent oxbow lake	5
census division	5
Revenue Village	5
electoral ward of Randwick City Council	5
electoral ward of Ku-ring-gai Council	5
electoral ward of Campbelltown City Council	5
electoral ward of Blacktown City Council	5
electoral ward of Parramatta Council City Council	5
electoral ward of Cumberland Council	5
electoral ward of Georges River Council	5
electoral ward of Northern Beaches Council	5
electoral ward of Inner West Council	5
electoral ward of Canterbury-Bankstown Council	5
electoral ward of Bayside Council	5
electoral ward of Tea Tree Gully City Council	5
electoral ward of Whitehorse City Council	5
electoral ward of Swan City Council	5
electoral ward of Canning City Council	5
electoral ward of Vaughan City Council	5
constituency of the Senate of Pakistan	5
rainbow house	5
town in Nova Scotia	5
furniture factory	5
Auxiliary floating drydock	5
electoral ward of Narridy District Council	5
electoral ward of Northern Yorke Peninsula District Council	5
region of Denmark	5
WAGGGS World Centre	5
lands administrative division of Western Australia	5
parliamentary constituency of Cyprus	5
village site	5
stone compass	5
Khôra	5
transport terminal	5
Voivodeship sejmik	5
magnetosphere	5
open constituency	5
public swimming pool in Hong Kong	5
tamu	5
self-administered zone of Burma	5
região do Brasil	5
community of Belgium	5
arms industry	5
Etruscan grave	5
ship of the line	5
Siegessäule	5
enclosure castle	5
wet market	5
Important Preservation Districts for Groups of Traditional Buildings	5
factory ship	5
liner	5
merchant vessel	5
ocean liner	5
regional district	5
Governorates and Oblasts of Russian Empire in 1914	5
governorate of Bahrain	5
muela	5
rainforest	5
federal member state of Somalia	5
coast guard unit	5
Dorfbrunnen	5
Marcher lordship	5
National Battlefield Park	4
town	4
pottery studio	4
cooperative	4
book publisher	4
gift shop	4
photography museum	4
oracle	4
district of Lohja	4
stone circle	4
公共行政	4
area	4
alcohol brand	4
geological site	4
lumber yard	4
senhorio	4
county-controlled district	4
public college	4
administrative territorial entity of a single country	4
political organization	4
country for sports	4
archdiocese not metropolitan	4
all-seater stadium	4
functional command	4
grave and settlement area	4
land boundary	4
缓冲区	4
stage	4
football pitch	4
redoubt	4
geological monument in South Limburg	4
people's house	4
conference hall	4
Le Zénith	4
TV tower	4
highest point	4
administrative territorial entity of Fiji	4
gerecht	4
urban district of Sweden	4
day care	4
community house	4
vereda	4
ardiaconate	4
Regions of Eswatini	4
administrative territorial entity of Swaziland	4
steam-powered sawmill	4
state of the Federated States of Micronesia	4
poor farm	4
ferry port	4
Olympic-size swimming pool	4
yacht club	4
subterranea	4
汽车旅馆	4
Area of regional interest	4
independent school district	4
Nature Reserve	4
seamount	4
state electoral district	4
strict nature reserve	4
embassy	4
stone wall	4
comarca of Cantabria	4
syncline	4
novitiate	4
city hall and prison	4
smallholding	4
rock	4
Pā	4
plan	4
keep	4
mining	4
suspension bridge	4
tombstone	4
war ruins	4
petrol station	4
door	4
First Nations college in Alberta	4
region of Tajikistan	4
administrative subdivision of French Polynesia	4
National Garden	4
municipality of Jordan	4
real union	4
parish seat in Louisiana	4
California Historical Landmark	4
coal mine	4
sunday school	4
fence	4
formal garden	4
commercial establishment	4
inclined tower	4
protected area of Indonesia	4
county town	4
nucleated village	4
large village	4
lake stage	4
festival	4
sferisterio	4
Islamic Republic	4
kodomonokuni	4
municipal library	4
military building	4
alcazaba	4
piarist school building	4
kasbah	4
arcade	4
supermarket	4
bus depot	4
retail chain	4
cruise terminal	4
place of national remembrance	4
Little Saigon	4
Local board of health	4
monzenmachi	4
subglacial lake	4
sulphur spring	4
foreign settlement in Japan	4
albedo feature	4
province of Sierra Leone	4
Tatchū	4
colossal statue	4
Japanese port settlement	4
constituent country of the United Kingdom	4
bamboo grove	4
vulcão submarino	4
脇往還	4
administrative territorial entity of Aragon	4
territory of Australia	4
mesotrophic lake	4
day school	4
infoshop	4
dehesa	4
district independent city of Brandenburg	4
hiking area	4
Stone Cabin	4
comarca of Ciudad Real Province	4
object on the Polish cultural heritage register	4
alpine supergroup	4
polonyna	4
city specifically designated in the state plan	4
block	4
urban district in Schleswig-Holstein	4
city of republican significance	4
federal city of Russia	4
明渠	4
drainage	4
campagne	4
quadrant of Washington, D.C.	4
Hofschaft	4
boardwalk	4
butte	4
military prison	4
calcareous sinter	4
vineyard location	4
pinge	4
Ponor	4
second-level administrative country subdivision in Indonesia	4
myth	4
Tusi	4
hand well pump	4
town with fewer than 5000 inhabitants	4
villa veneta	4
mountain park	4
European Capital of Culture	4
skerry coast	4
registered association	4
organ	4
território ultramarino	4
region of Belgium	4
through station	4
railway stop	4
union station	4
Ridgeway	4
pilgrimage	4
fitness trail	4
mere	4
offshore construction	4
daiba	4
constructed wetland	4
affiliated school in Saskatchewan	4
trade fair	4
corporate headquarters	4
spiritual retreat	4
municipality of Vietnam	4
sculpture foundry	4
region of Togo	4
traction power station	4
plant community	4
mainland territory of Australia	4
Fleet	4
Flight information region	4
localité de Hongrie	4
human fortified settlement	4
military road	4
Rijksmonument	4
territory shared by several municipalities of Switzerland	4
major basilica	4
papal basilica	4
administrative territorial entity of more than one country	4
storage building	4
gas holder	4
gymnasieskola	4
procession park	4
Catholic Church	4
mining museum	4
leper colony	4
smock mill	4
funicular	4
administrative divisions of the Netherlands	4
administrative territorial entity of Egypt	4
Bundeswahlkreis von Prince Edward Island	4
site where canyoning is practiced	4
Espace naturel sensible	4
cooking pit	4
equestrian statue	4
post office building	4
dyad	4
cadastral office	4
Maria column	4
bastion	4
calcareous grassland	4
sand mine	4
school for special needs education	4
artificial landform	4
town of Connecticut	4
New Zealand Great Walks	4
coin hoard	4
cabecera municipal	4
naukograd	4
districts of Colombia	4
city in Cyprus	4
prefecture of Morocco	4
industrial city	4
municipality of the Northern Mariana Islands	4
district of Kinshasa	4
division of Fiji	4
satrapy	4
ancient port	4
κηρυγμένος αρχαιολογικός χώρος στην Ελλάδα	4
caserío of El Salvador	4
national park of Senegal	4
buttress dam	4
arch-gravity dam	4
Micro hydro	4
planum	4
ehemalige Kathedrale	4
overseas department and region of France	4
province of Libya	4
Prant	4
riding school	4
archdeaconry	4
Palm grove	4
fictional location	4
Protected dendrological plantation in Latvia	4
destination spa	4
Natural Reserve	4
academy	4
paper township	4
presidency of British India	4
language area of Belgium	4
subregion of Tabasco	4
tectonic dislocation	4
belvedere	4
privately owned public space	4
skateboarding spot	4
execution site	4
movie ranch	4
command	4
balneario	4
weigh house	4
twin cities	4
Climbing garden	4
administrative territorial entity of the NKAO	4
gusuku	4
administrative territorial entity of the Russian Soviet Federative Socialist Republic	4
geopolitical zone of Nigeria	4
county council of New South Wales	4
Zimmertheater	4
luge track	4
Jesuit school	4
Catholic university	4
administrative territorial entity of the Soviet Union	4
Historical city of Russia	4
administrative territorial entity of France	4
Fairy tale amusement park	4
geoglyph	4
Ortslage	4
Nationales Naturmonument	4
commune of Monaco	4
Jun	4
Suyu	4
military alliance	4
proposed administrative territorial entity	4
residential child care community	4
former name	4
viceroyalty of the Spanish Empire	4
Young Pioneer camp	4
ferme ornée	4
national park of the People's Republic of China	4
passage tombs in Ireland	4
landmass	4
Bulgarian Empire	4
administrative territorial entity of Croatia	4
NUTS 1 statistical territorial entity	4
Cendea of Navarre	4
autonomous oblast of the Russian Soviet Federative Socialist Republic	4
list of cities in Serbia	4
bed and breakfast	4
district of Luxembourg	4
cryptoporticus	4
Tourist city	4
sculpture series	4
wat	4
水舞	4
माध्यिका	4
Old Believer church	4
Kyiv apartment building	4
piano	4
carr	4
tunnel valley	4
karsikko	4
neighborhood in The Bronx	4
extinct volcano	4
urban monument zone	4
eup of North Korea	4
Filmset	4
touring theatre	4
census district	4
part principality	4
nomadic empire	4
military region of Egypt	4
escarpment	4
Baptists	4
Theater command of the People's Liberation Army	4
German noble family	4
insula	4
cross slab	4
region of Nigeria	4
university constituency	4
Captive power plant	4
sesma	4
feudal land tenure	4
porcelain manufacture	4
long gallery	4
rhythmic spring	4
department of the Grand Duchy of Berg	4
comarca of Burgos Province	4
inundatie	4
Sardinian Judicati	4
district of the canton of Lucerne	4
Walled villa	4
diet	4
tobacco factory in France	4
province of New Caledonia	4
Research-Intensive Clusters	4
Roman client kingdoms in Britain	4
Italian Partisan Republics	4
Korean Cultural Center	4
Subah	4
historic comarca of North Catalonia	4
Ecodistrict	4
governorate of Italian East Africa	4
archiepiscopal exarchate	4
European river zone	4
borough of Florence	4
suburb/locality	4
masonic cemetery	4
subdivisions of Belgrade	4
historic village	4
sports governing body	4
news cinema	4
closed to the public	4
Innovation City	4
minimum-gauge railway	4
range	4
government region of Baden-Württemberg	4
district of South Ossetia-Alania	4
oil and gas field	4
national marine conservation area	4
electoral unit	4
shaft	4
order	4
Stone Age settlement site	4
notified area	4
alvar	4
Parish of Lakatamia Municipality	4
Parish of  Morphou Municipality	4
Parish of Karavas Municipality	4
silence and tranquility area	4
local protected landscape	4
ash	4
region of Canton of Neuchâtel	4
municipal electoral district in Canada	4
Constituency of the Regional Council of Abruzzo	4
Constituency of the Regional Council of Friuli-Venezia Giulia	4
Constituency of the Regional Council of Liguria	4
galacho	4
Barcelona ATM fare zone	4
village of Vermont	4
business college	4
Constituency of Regional Councilors of Lienchiang County	4
Speiderleir	4
city district of Pakistan	4
alpine subgroup	4
painting	4
education service district of Oregon	4
educational service district of Washington State	4
indoor skatepark	4
Florida Underwater Archaeological Preserve	4
constituency of the Regional Council of Aysen General Carlos Ibáñez del Campo	4
constituency of the Regional Council of Magallanes and Chilean Antarctic	4
constituency of the Regional Council of Libertador General Bernardo O'Higgins	4
Local Electoral Area for Tipperary County Council	4
Local Electoral Area for Galway County Council	4
Local Electoral Area for Donegal County Council	4
Local Electoral Area for Kilkenny County Council	4
Local Electoral Area for Louth County Council	4
Local Electoral Area for Wexford County Council	4
Local Electoral Area for Clare County Council	4
Local Electoral Area for Kerry County Council	4
locality of Colombia	4
electoral ward of Waverley Municipal Council	4
electoral ward of Woollahra Municipal Council	4
electoral ward of Newcastle City Council	4
electoral ward of Sutherland Shire Council	4
electoral ward of Mitcham City Council	4
electoral ward of Prospect Council	4
electoral ward of Brimbank City Council	4
electoral ward of Nedlands City Council	4
electoral ward of Rockingham City Council	4
electoral ward of Bayswater City Council	4
electoral ward of South Perth City Council	4
electoral ward of Town of East Fremantle Council	4
electoral ward of Subiaco City Council	4
electoral ward of Town of Cottesloe Council	4
electoral ward of Kalamunda City Council	4
Swedish church abroad	4
electoral district of the Western Australian Legislative Council	4
brick kiln	4
association végétale	4
paraje	4
library park	4
integrated region of Argentina	4
neighborhood in Queens	4
laguna	4
electoral ward of Yorke Peninsula Council	4
launch pad	4
mancomunidad of Castilla y León	4
bottling plant	4
low-emission zone	4
lands administrative division of South Australia	4
national park of Argentina	4
region of the San Diego metropolitan area	4
research park	4
land of Sweden	4
scout district	4
specialized municipality in Alberta	4
tablao	4
crofting township	4
tree avenue	4
crosswalk	4
bayou	4
commerce	4
tourism	4
Church district (Church of Denmark)	4
house of millions of years	4
curia	4
group of physical objects	4
hospital ship	4
watercraft	4
chariot burial	4
Asclepeion	4
gunboat	4
brig	4
frigate	4
patrol vessel	4
houseboat	4
corvette	4
light cruiser	4
ironclad warship	4
Liberty ship	4
Network One fare zone	4
Province cartusienne	4
casino hotel	4
bowling green	4
Voronezh radar	4
Daryal radar	4
district of Kotka	4
wildlife management area of South Carolina	4
Ausleitbauwerk	4
Level II ecoregion	4
Level I ecoregion	4
Union of States	3
art gallery	3
railway	3
art commerce	3
recreation structure	3
Kunsthändler	3
atelier	3
Alternative exhibition space	3
arts educational institution	3
education	3
concept store	3
prefectural museum	3
local museum	3
federal territory of Malaysia	3
crater lake	3
fountain	3
Chinese village	3
international shrine	3
national shrine	3
Anglican or episcopal cathedral	3
Župa	3
junction	3
lagoon	3
tribal national park	3
distillery	3
bifurcation lake	3
paradolmen	3
former geographical object	3
indoor bandy venue	3
proposed city	3
electricity plant	3
administrative territorial entity of New Zealand	3
supranational union	3
economic union	3
administration territoriale de l'Italie	3
event arena	3
flight training unit	3
border forest	3
group of valleys	3
census county division	3
motocross circuit	3
institute of consecrated life	3
Kronoholme islands	3
church library district	3
curling venue	3
Alla hopp!-Anlage	3
maritime command	3
demesne	3
independent component city	3
Palace of Sports	3
palace hotel	3
tent	3
cultural organization	3
Jesuit church	3
Gewandhaus	3
Pioneers Palace	3
pump room	3
hanamachi in Osaka	3
alpine subsection	3
community district of Staten Island	3
medical facility	3
direct-controlled municipality	3
arrondissement of Cameroon	3
Freie Stadt	3
slättsjö	3
United States Forest Service region	3
sightline	3
embroidery workshop	3
monastery houses of refuge	3
dovecote	3
ridge and furrow	3
detersion	3
entrance	3
boundary point	3
dome	3
sanctuary	3
Toboggan run	3
ice hockey rink	3
sports organization	3
Specially Protected Areas of Mediterranean Importance	3
confluence	3
youth hostel	3
Integral Reserve	3
Nature Reserve (Management)	3
Natural Area of Special Interest	3
marine habitats	3
Ecological corridor	3
national library	3
ethnological museum	3
folklore	3
Astana	3
agricultural school	3
minaret	3
utaki	3
hangar	3
Hinduism	3
Buddhism	3
home	3
place of death	3
iron bridge	3
rock-cut tomb	3
tender locomotive	3
stele	3
crane	3
Buke Yashiki	3
youth detention center	3
rotunda	3
Greenbelt town	3
country within the Czech Republic	3
administrative territorial entity of Bosnia and Herzegovina	3
administrative territorial entity of the Dominican Republic	3
office plaza	3
aire d'attraction d'une ville	3
town of Taiwan under Japanese rule	3
village of Taiwan under Japanese rule	3
alliance	3
municipal corporation	3
vice-province	3
Complex natural heritage site	3
climbing hall	3
Poll	3
mythical river	3
proposed voivodeship of Poland	3
biblical concept	3
Bahá'í gardens	3
recreation	3
maze	3
observation deck	3
successor parish	3
shoreline lake	3
temporary structure	3
replica	3
divided country	3
constituent state	3
state capital	3
convent church	3
former piarist school	3
administrative territorial entity of Mexico	3
esker	3
bear park	3
reitoria of Portugal	3
multistorey car park	3
赤レンガ倉庫	3
covered passageway	3
pier	3
hillock	3
association of the Christian faithful	3
retro themed park	3
province	3
Inland city	3
onsen ryokan	3
Table land	3
pine tree	3
ethnolinguistic group	3
position	3
stateless nation	3
steam-electric power station	3
autonomous island of the Comoros	3
volcanic plug	3
third-order administrative division	3
hanamachi in Kanazawa	3
gate tower	3
撞击结构	3
Vidhan Sabha constituency	3
service provider	3
zoological park	3
aviary	3
independent city of Saxony-Anhalt	3
annual event	3
fish factory	3
concession	3
grau	3
statue menhir	3
Mutasarrıf	3
natural lake	3
territorial collectivity of France with special status	3
open plek	3
the empire on which the sun never sets	3
city of district significance	3
oil-gas condensate field	3
oil and gas bearing province	3
local mean time	3
standard time	3
ore basin	3
structure	3
showroom	3
steenhuis	3
garden house	3
microstate	3
neighbourhood of Toulouse	3
Anteiglesia	3
Neighborhoods of Minneapolis	3
samba school	3
urban project	3
Μνημείο του άγνωστου στρατιώτη (Ελλάδα)	3
Commonwealth War Graves Commission maintained memorial	3
lodging	3
vigilarium	3
Pegnitz	3
cratoneurion	3
laundry room	3
Savoyard state	3
Gothic kingdom	3
autonomous province of Serbia	3
tourist cabins	3
trench	3
battle	3
Islamic state	3
Christian Church	3
skate track	3
alpine cabin	3
artificial hill	3
College of Agriculture and Technology	3
ladested	3
junta de freguesia headqurters	3
monastic grange	3
